index,filename,md5,true_label,pred_label,prob_pred,prob_true,confusion_var,difficulty,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9
44992,44992_1_automobile.png,fb034a847bdd63e70969ae4ef066a29e,1,1,0.9982720613479614,0.9982720613479614,0.08940652757883072,0.00015448899474801436,5.216587396716932e-06,0.9982720613479614,8.472575245832559e-06,2.197927869929117e-06,4.063176106683386e-07,3.333828863105737e-05,1.13529331429163e-05,1.943200913956389e-06,1.191599676531041e-05,0.001653117942623794
42938,42938_4_deer.png,a425aefa892dd7f0d8a095fe39a99455,4,4,0.9960324168205261,0.9960324168205261,0.038940176367759705,0.00015449838876246957,0.002612149575725198,5.295734808896668e-06,0.00045811699237674475,7.997979992069304e-05,0.9960324168205261,0.0002038016973529011,0.00013359855802264065,6.238850619411096e-05,0.0004037007747683674,8.550147867936175e-06
20821,20821_6_frog.png,6a8a6bee697ba894fe9ea2d7f7c61d64,6,6,0.9951033592224121,0.9951033592224121,0.03155536949634552,0.00015451530902765853,4.544829153019236e-06,3.2186994758376386e-06,0.002676808275282383,0.0007750378572382033,0.0013029011897742748,2.1898516934015788e-05,0.9951033592224121,7.09097548678983e-06,9.669691644376144e-05,8.39211315906141e-06
20883,20883_7_horse.png,c6f7ff083e2b98ba942022d59d897ac0,7,7,0.997241735458374,0.997241735458374,0.05603863298892975,0.00015456937433455664,0.00014403277600649744,4.2134914110647514e-05,2.092711474688258e-05,2.398148353677243e-05,0.002142069162800908,2.6118663299712352e-05,2.1528394427150488e-05,0.997241735458374,9.019282151712105e-05,0.0002472543274052441
11107,11107_0_airplane.png,5d7e6982e5eaa04078f4debf442389e2,0,0,0.9941543936729431,0.9941543936729431,0.026447519659996033,0.00015460178825943416,0.9941543936729431,0.00028923360514454544,0.0030485447496175766,6.547625525854528e-05,3.324744830024429e-05,3.839940472971648e-05,1.328127837041393e-05,0.00024314878100994974,0.0007023086654953659,0.0014120513806119561
1036,01036_8_ship.png,0d0606eb00267456c59856f3fcd31f86,8,8,0.9931855201721191,0.9931855201721191,0.02269166335463524,0.00015463188219122515,0.0006600097403861582,0.0005664477357640862,0.0035382062196731567,0.000692057132255286,1.1348781299602706e-05,0.00041074762702919543,0.0008459771052002907,3.5610966733656824e-05,0.9931855201721191,5.3882296924712136e-05
37169,37169_5_dog.png,3b28db689f4c3bfab314089a25a496e9,5,5,0.9981637597084045,0.9981637597084045,0.08423131704330444,0.0001546689381690669,4.99879661219893e-06,1.6265508747892454e-05,6.439578282879665e-05,0.001710487762466073,3.935945642297156e-06,0.9981637597084045,1.881759089883417e-05,1.1650037777144462e-05,2.7576347747526597e-06,2.9313243885553675e-06
44120,44120_3_cat.png,d321d845a6ad4aaea13f804da9ff7ddb,3,3,0.9941651225090027,0.9941651225090027,0.026511063799262047,0.00015468880942470786,0.00012466211046557873,3.466984708211385e-05,0.0004104575200472027,0.9941651225090027,2.7330048396834172e-05,0.003004674566909671,0.0014599851565435529,1.5284316759789363e-05,0.000748499995097518,9.301818863605149e-06
8251,08251_3_cat.png,64ece8c1d27b0914f8d9336e38102639,3,3,0.9983412027359009,0.9983412027359009,0.09325923770666122,0.00015469816835977923,3.2645459668856347e-06,4.046401954838075e-06,8.179075621228549e-07,0.9983412027359009,8.206402526411694e-06,0.0016170319868251681,4.963480023434386e-06,1.245243083758396e-06,1.8909669961431064e-05,3.6823956861553597e-07
29211,29211_7_horse.png,3747fa80ace1cd32b8a333adae288142,7,7,0.9839898347854614,0.9839898347854614,0.009663545526564121,0.00015471496043850674,0.0011952848872169852,0.0032264613546431065,0.0005602349992841482,0.00016970910655800253,0.0017202140297740698,0.002737660426646471,3.802699575317092e-05,0.9839898347854614,0.0011943480931222439,0.005168209783732891
21690,21690_9_truck.png,d9546c287e48226ca72750ccdc7a079b,9,9,0.9983980059623718,0.9983980059623718,0.09658011794090271,0.00015472077309475196,2.673016069820733e-06,0.001586148515343666,1.873471319413511e-06,7.806975190760568e-07,6.513463546298226e-08,6.468007427429256e-07,1.359901489195181e-07,1.3929681017543771e-06,8.393337338929996e-06,0.9983980059623718
28638,28638_7_horse.png,43901d148f7909921ff64b71f5bd2680,7,7,0.9941388368606567,0.9941388368606567,0.026398340240120888,0.0001547249787552385,0.0029259712900966406,1.8721044398262165e-05,4.999443990527652e-05,0.0004255158419255167,0.00034210237208753824,0.0017470313468948007,3.320975520182401e-05,0.9941388368606567,7.98545588622801e-05,0.00023878779029473662
39028,39028_6_frog.png,47ecc7271bcf2c97379267ad564d4060,6,6,0.9964479207992554,0.9964479207992554,0.04357163980603218,0.00015476991549734365,5.191320087760687e-05,1.90566097444389e-05,0.00247249030508101,0.00021667001419700682,8.042414265219122e-05,3.876341725117527e-05,0.9964479207992554,8.855832129484043e-05,0.00029665173497051,0.0002875526843126863
11080,11080_0_airplane.png,ff9d3587f494dc03586a2eade586a7cb,0,0,0.99781334400177,0.99781334400177,0.07078191637992859,0.00015477570201838375,0.99781334400177,0.00021276980987749994,1.0274564374412876e-05,2.3174301531980745e-05,1.7959207980311476e-05,2.4276373551401775e-06,1.2678109442276764e-06,4.422268375492422e-06,0.0018787519074976444,3.5596080124378204e-05
22102,22102_9_truck.png,8014d963da9b432b5b562ce5760215d1,9,9,0.9968727231025696,0.9968727231025696,0.04950045049190521,0.00015480161523573344,0.0004453878791537136,0.002257056999951601,3.271584773756331e-06,1.125921517086681e-05,6.959713118703803e-06,1.3343649243324762e-06,5.282601250655716e-06,8.596786756243091e-06,0.00038823849172331393,0.9968727231025696
4916,04916_8_ship.png,7dc4a52220cee8f6f1e1d0755b9c0fd1,8,8,0.9978587031364441,0.9978587031364441,0.0723085105419159,0.00015483398683180383,0.001859900658018887,0.00011711027036653832,3.15662327921018e-06,3.3580454328330234e-06,3.365136763022747e-06,8.14426073247887e-07,9.028137355926447e-06,1.9331193925609114e-06,0.9978587031364441,0.00014281945186667144
24479,24479_6_frog.png,bd0c8fece300cad764662d50db7172a6,6,6,0.9968075752258301,0.9968075752258301,0.048515286296606064,0.00015488140189923172,1.9441000404185615e-05,6.25656639385852e-06,0.0022854662965983152,8.288892422569916e-05,0.0005636949208565056,3.670397927635349e-05,0.9968075752258301,9.805852414501715e-07,0.000180150440428406,1.6928917830227874e-05
40424,40424_4_deer.png,89ab868aa35148dea2fb12afe356b4da,4,4,0.9981991648674011,0.9981991648674011,0.08604046702384949,0.0001549446958417633,1.239826906385133e-05,9.387205750499561e-07,0.001693128957413137,1.5072944279381773e-06,0.9981991648674011,1.1562565305212047e-05,9.20188904274255e-06,6.712400499964133e-05,4.571890713123139e-06,3.630442506619147e-07
1767,01767_9_truck.png,2ce5e04ae59d8e94a3f8a65aebc655e3,9,9,0.9871147871017456,0.9871147871017456,0.012025803327560425,0.0001549550361481522,0.0030247520189732313,0.0002520529378671199,0.0032054518815129995,0.0031722537241876125,2.638248224684503e-05,0.00027012877399101853,9.243012755177915e-05,0.000248983153142035,0.0025927021633833647,0.9871147871017456
23466,23466_8_ship.png,ab59ed4b1683be76be018adbd9976861,8,8,0.9940395355224609,0.9940395355224609,0.02600044757127762,0.00015497474414871704,1.211839207826415e-05,0.00027763162506744266,0.0019041096093133092,4.172287663095631e-05,8.260873983090278e-06,4.887952309218235e-05,0.00042887000017799437,0.0003694833139888942,0.9940395355224609,0.002869401825591922
23102,23102_2_bird.png,1d887e4194c0c730c8f156670fe45e9d,2,2,0.9886273741722107,0.9886273741722107,0.013627564534544945,0.0001549811923954314,0.0033463668078184128,3.6490186175797135e-05,0.9886273741722107,0.0009423845331184566,0.00014653049584012479,0.003801219165325165,0.001628134516067803,0.00039998724241741,0.0009167785756289959,0.00015470861399080604
37769,37769_3_cat.png,68da88e9081bf69e60272d3f78b11d4a,3,3,0.9973583817481995,0.9973583817481995,0.058673758059740067,0.00015499367019233823,1.8942577298730612e-05,0.0002447960723657161,2.7938000130234286e-05,0.9973583817481995,2.2811074813944288e-05,0.0020905148703604937,5.6037024478428066e-05,6.20151740804431e-06,0.0001580947428010404,1.6314936146955006e-05
14677,14677_5_dog.png,bc2e07488c71ef77e2fe9398c1fb2001,5,5,0.987555205821991,0.987555205821991,0.012460943311452866,0.00015507387477486922,2.5722240025061183e-05,0.0006699564401060343,0.00466590141877532,0.0005499809631146491,0.0011776394676417112,0.987555205821991,0.0005588372587226331,0.0008111125789582729,0.0010561714880168438,0.0029294397681951523
5642,05642_0_airplane.png,1fe8361095216ce1c041270fdec5f3a8,0,0,0.9982327222824097,0.9982327222824097,0.08777794986963272,0.0001551280149003631,0.9982327222824097,2.481180445101927e-06,0.0016767961205914617,3.6021933738084044e-06,4.7235535021172836e-05,1.1179087096024887e-06,1.3595066775451414e-05,1.3403434877545806e-06,1.735075238684658e-05,3.7064335174363805e-06
19022,19022_5_dog.png,d0b24178d97ad7b6914b7f8a630a1233,5,5,0.9981023669242859,0.9981023669242859,0.08175133913755417,0.00015513404513134432,4.1491858837616746e-07,8.197846000257414e-06,6.17370824329555e-05,0.0017442317912355065,5.549476918531582e-05,0.9981023669242859,1.6882488125702366e-05,2.4205992303905077e-06,2.8155302516097436e-06,5.51507491763914e-06
30506,30506_5_dog.png,b63674c5b65a73672c921136ea2bfd12,5,5,0.9940225481987,0.9940225481987,0.025968097150325775,0.00015522304908754947,8.384492502955254e-06,0.0001375236315652728,0.00025223937700502574,0.0026400387287139893,0.002215702785179019,0.9940225481987,1.405561215506168e-05,0.0005897355149500072,0.00010279448179062456,1.701941255305428e-05
9753,09753_6_frog.png,bf3c61c24f22b66e8cfda86aa932188f,6,6,0.9977547526359558,0.9977547526359558,0.06915801763534546,0.00015527685679828096,9.611646419216413e-06,2.626441710162908e-05,0.00012182311911601573,4.258255285094492e-05,0.0019170540617778897,3.225446926080622e-05,0.9977547526359558,2.832158997989609e-06,4.603969136951491e-05,4.690563218900934e-05
43513,43513_2_bird.png,966815764718cc692723ac93ae85ab80,2,2,0.9852783679962158,0.9852783679962158,0.010549967177212238,0.00015531273443492033,0.00017753826978150755,0.00011544969311216846,0.9852783679962158,0.00021440502314362675,0.0005635173874907196,0.001553692971356213,0.001760370098054409,0.002900797175243497,0.004874895792454481,0.00256086653098464
4865,04865_9_truck.png,2bfa30da64c65c54db715b783f90370b,9,9,0.9982819557189941,0.9982819557189941,0.09042118489742279,0.0001553475995947906,1.773297663021367e-05,0.0016519096679985523,1.3332255548448302e-06,1.0998944162565749e-05,3.624703026616771e-07,5.38906397196115e-06,7.548516691713303e-07,1.739625190566585e-06,2.7943102395511232e-05,0.9982819557189941
17138,17138_2_bird.png,bb7a8efd529e417ea9711b1511d3e7f3,2,2,0.9681306481361389,0.9681306481361389,0.004877922125160694,0.0001554562165712592,0.0011177178239449859,0.00042627574293874204,0.9681306481361389,0.006559773348271847,0.0004987798165529966,0.004525615833699703,0.004162569530308247,0.005966260097920895,0.0032483269460499287,0.005364001728594303
31289,31289_2_bird.png,4a49a30fff2b61e0542e602f49362b75,2,2,0.9974890947341919,0.9974890947341919,0.061926357448101044,0.0001554912170087519,6.215561734279618e-05,1.868939580162987e-05,0.9974890947341919,1.8582988559501246e-05,0.00028014116105623543,0.0020316489972174168,2.8228325390955433e-05,9.887316082313191e-06,5.187282295082696e-05,9.669465725892223e-06
48634,48634_4_deer.png,0b3595ed325a697bcfbdae5b48b657ae,4,4,0.989342212677002,0.989342212677002,0.014594035223126411,0.00015554012359242364,0.0031356036197394133,0.00018809469474945217,0.0033063662704080343,0.0024415983352810144,0.989342212677002,0.00011041667312383652,0.0004815182473976165,0.0002544183225836605,0.0006838589906692505,5.593883906840347e-05
13471,13471_3_cat.png,619eeff9a00e2ad3c43c7bc41807e8ba,3,3,0.9963514804840088,0.9963514804840088,0.042635947465896606,0.00015555808641209978,1.9922143110306934e-05,7.742379239061847e-06,3.3813907066360116e-05,0.9963514804840088,3.7921967305010185e-05,0.002389720408245921,0.00021748807921539992,1.962276473932434e-05,0.000908524205442518,1.3771504200121854e-05
20260,20260_2_bird.png,6b06498cebed402f7bff4690e7f691cd,2,2,0.9979546070098877,0.9979546070098877,0.07605795562267303,0.00015556840927288818,9.096840221900493e-05,5.112687631481094e-06,0.9979546070098877,2.916180710599292e-05,5.023170160711743e-06,0.0018211943097412586,2.097891592711676e-05,3.8496778870467097e-05,2.771240906440653e-05,6.804111762903631e-06
42615,42615_2_bird.png,49606bdcecf5e4468de567fbe33ac798,2,2,0.9975802898406982,0.9975802898406982,0.06430458277463913,0.00015559845222945512,2.677719203347806e-05,1.0113685675605666e-06,0.9975802898406982,0.00021256781474221498,1.8221986692879e-06,0.00016446562949568033,0.001991420518606901,1.818957935029175e-05,2.046478130068863e-06,1.342753193966928e-06
30352,30352_2_bird.png,c339d14d00d0749878864df137258fca,2,2,0.990304708480835,0.990304708480835,0.01604917086660862,0.00015560139019266117,0.000652701361104846,0.000973476970102638,0.990304708480835,0.00018092487880494446,0.0030687630642205477,0.000744009215850383,0.0002050560142379254,0.00014372533769346774,0.0035422646906226873,0.0001843118225224316
2426,02426_8_ship.png,40381d83c7480dd1602e634c7ee73cc3,8,8,0.9981774091720581,0.9981774091720581,0.08539919555187225,0.0001556477905264586,0.0017081606201827526,2.15692343772389e-05,7.153083515731851e-06,2.926387196566793e-06,1.3917753676651046e-05,2.574422524048714e-06,3.9894471228762995e-06,1.709244884295913e-06,0.9981774091720581,6.057306381990202e-05
24708,24708_7_horse.png,421e015716a24a5bac14f36bbc6d7891,7,7,0.98519366979599,0.98519366979599,0.010515394620597363,0.0001556944049780351,0.0016807662323117256,0.0002942543651442975,0.0008890718454495072,0.00029102512053214014,0.001817131764255464,0.0027007940225303173,0.00036988704232499003,0.98519366979599,0.005345675628632307,0.0014177280245348811
33205,33205_2_bird.png,dcce1f8dd8a67925fed5acd40d5c4716,2,2,0.9925647974014282,0.9925647974014282,0.02094133384525776,0.0001557030598238196,0.0011232284596189857,6.31195362075232e-05,0.9925647974014282,0.000319741724524647,0.001000399119220674,0.0010320056462660432,0.0036186662036925554,3.785642911680043e-05,0.0001585200516274199,8.16971660242416e-05
27863,27863_2_bird.png,a97161512ef8795a284f0b70d084b459,2,2,0.9981734752655029,0.9981734752655029,0.08526627719402313,0.0001557409643133667,0.0017109784530475736,7.715941023889172e-07,0.9981734752655029,1.2418872756825294e-05,6.929072242201073e-06,3.9304250094573945e-06,2.768926424323581e-05,4.7595283831469715e-05,1.0067329640151002e-05,6.0572851907636505e-06
23641,23641_5_dog.png,92782a3073e2d5431d95f798171ff55b,5,5,0.9979179501533508,0.9979179501533508,0.07480676472187042,0.00015575141301749085,7.72355360822985e-06,1.9748325939872302e-05,2.4277564079966396e-05,0.001837966381572187,2.902860433096066e-05,0.9979179501533508,1.1712251762219239e-05,0.0001413956779288128,2.757142510745325e-06,7.432615802827058e-06
5767,05767_7_horse.png,3b0a4dc4703ef963b81c40e10f4cc0f6,7,7,0.9836492538452148,0.9836492538452148,0.009526154026389122,0.00015575972631687307,0.0017070722533389926,0.00017277382721658796,0.0012924880720674992,0.005230394657701254,0.0038162576965987682,0.0019976061303168535,9.641546057537198e-05,0.9836492538452148,0.0009319106466136873,0.0011058695381507277
19886,19886_1_automobile.png,5e8b3429defdeb496d91eba3a625ff85,1,1,0.9962600469589233,0.9962600469589233,0.0416475273668766,0.00015575979662907358,0.00012146128574386239,0.9962600469589233,2.652582770679146e-05,2.531697646190878e-06,2.990097982547013e-06,1.8058517525787465e-05,1.3786020645056851e-05,3.4189506550319493e-06,0.0012882464798167348,0.0022630689200013876
13108,13108_1_automobile.png,e4e470a7ba826b73e06958689070ded6,1,1,0.9960727691650391,0.9960727691650391,0.03966423124074936,0.0001557705919736918,0.00015443579468410462,0.9960727691650391,3.584994601624203e-06,1.4522780702463933e-06,1.755882863108127e-06,4.424539383762749e-06,5.149376193003263e-06,6.248448698897846e-06,0.002160967793315649,0.0015892449300736189
32431,32431_5_dog.png,ae174e243cfdae254a2896d5069392b6,5,5,0.9975374937057495,0.9975374937057495,0.06328080594539642,0.0001558293829457824,3.79958265739333e-07,5.1612832976388745e-06,0.00025372003437951207,1.3622533515444957e-05,0.00017466967983637005,0.9975374937057495,2.3422117010341026e-06,0.0020080357789993286,2.3426250663760584e-06,2.1793850919493707e-06
48172,48172_4_deer.png,111397739cbe55a31f88a6e1058a52ce,4,4,0.979363739490509,0.979363739490509,0.007554100826382637,0.0001558883925681931,0.00023807059915270656,0.002564153168350458,0.0034461834002286196,0.0030194877181202173,0.979363739490509,0.0004587876610457897,0.006040495820343494,0.0004534668696578592,0.0012096907012164593,0.003205799963325262
6614,06614_2_bird.png,d7483ae8aa306c904f3d702f5717d949,2,2,0.9949966669082642,0.9949966669082642,0.031163305044174194,0.00015592039537537516,3.7530920963035896e-05,1.2372679520922247e-05,0.9949966669082642,9.349168976768851e-05,0.0013424251228570938,0.002791224978864193,0.00028639138326980174,0.00032882284722290933,9.2978028988e-05,1.798711127776187e-05
32382,32382_7_horse.png,635bc7c38983d431b38b8edf790d759b,7,7,0.9944084286689758,0.9944084286689758,0.02788674831390381,0.00015593074238751115,8.745946979615837e-05,0.0002942425780929625,0.00010053752339445055,0.0003560381301213056,0.0028068041428923607,0.0017886628629639745,1.5464978787349537e-05,0.9944084286689758,0.00010368095536250621,3.868297062581405e-05
33827,33827_4_deer.png,db3948ad549cba1756411a7fb2a5ecea,4,4,0.9982036352157593,0.9982036352157593,0.08681729435920715,0.00015595553024994047,1.9557177438400686e-05,2.994320766447345e-06,4.4957945647183806e-05,5.295574737829156e-06,0.9982036352157593,1.3243869034340605e-05,6.844531526439823e-06,0.0016962462104856968,4.720040578831686e-06,2.5507017653580988e-06
778,00778_2_bird.png,b6f09d43037500b191428114b419580e,2,2,0.9929989576339722,0.9929989576339722,0.022287141531705856,0.00015603322208113113,0.00020716903964057565,2.4579125238233246e-05,0.9929989576339722,0.00047156287473626435,0.0012487745843827724,0.0010687067406252027,0.0034937614109367132,0.00018099165754392743,4.210680344840512e-05,0.00026350485859438777
33689,33689_7_horse.png,9eeceecc73f31f516d488b7e4d5a658b,7,7,0.9977147579193115,0.9977147579193115,0.06830761581659317,0.00015609943809558047,6.1633500081370585e-06,2.8220472813700326e-05,3.7648005672963336e-06,3.911623480234994e-06,0.0019217556109651923,0.0003110681427642703,1.8895666471507866e-06,0.9977147579193115,2.986695335494005e-06,5.541471637116047e-06
10523,10523_9_truck.png,9f65b40dd5ae69fce96bd0dfe2a9ab3c,9,9,0.9976195693016052,0.9976195693016052,0.06559266895055771,0.00015613880275955339,5.1609626098070294e-05,0.00015256380720529705,9.168912220047787e-05,3.8716101698810235e-05,1.742542622196197e-06,2.1182426280574873e-05,8.980022357718553e-06,2.9674727556994185e-05,0.0019843040499836206,0.9976195693016052
9478,09478_1_automobile.png,0b21ac1f5af516ce63e65e1e4ab91545,1,1,0.9974992871284485,0.9974992871284485,0.06245403736829758,0.00015617961512726097,0.0020057358779013157,0.9974992871284485,2.131552491846378e-06,4.493358858326246e-07,4.343067985246307e-07,7.802202048878826e-07,5.301887426867324e-07,1.8924188225355465e-06,0.0004279780259821564,6.0692378610838205e-05
36164,36164_6_frog.png,248290f72e6e78ecbe53d075d9e5d086,6,6,0.997878909111023,0.997878909111023,0.07363249361515045,0.0001561812113397565,3.4987556318810675e-06,1.317296118941158e-05,0.0018614165019243956,7.066033140290529e-05,4.611346412275452e-06,2.69614283752162e-05,0.997878909111023,9.829413465922698e-05,1.8890714272856712e-05,2.3609205527463928e-05
6600,06600_7_horse.png,bf6db84b1952a0e8ff23d512bc89a702,7,7,0.9977124929428101,0.9977124929428101,0.06830231845378876,0.00015624203548547655,5.623398828902282e-05,5.711783160222694e-06,2.1991745597915724e-05,4.7050139983184636e-05,8.812400483293459e-05,0.0019432131666690111,2.698765683817328e-06,0.9977124929428101,8.1155143561773e-05,4.129000808461569e-05
49005,49005_5_dog.png,30dc8139eb74d00764ecd01d11d6822b,5,5,0.9978063702583313,0.9978063702583313,0.07127353549003601,0.0001563477472448227,1.0721572607508278e-06,1.9747287296922877e-05,0.001895067049190402,9.29511443246156e-05,5.990841145830927e-06,0.9978063702583313,0.00014288497914094478,7.503484994231258e-06,2.3070739189279266e-05,5.320046966517111e-06
27943,27943_5_dog.png,bc10a9cea28cf1be07325a0c2cda09bf,5,5,0.9982835054397583,0.9982835054397583,0.09110765159130096,0.0001563857883528641,8.787482101979549e-07,1.1749024452001322e-05,1.8512379256208078e-06,0.0016559130745008588,2.578834255473339e-06,0.9982835054397583,9.188433978124522e-06,2.1258642846078146e-06,3.148447649437003e-05,6.906173553034023e-07
46008,46008_8_ship.png,d88bb0e2e3024d8812728cccf2efba70,8,8,0.9971538782119751,0.9971538782119751,0.05494953691959381,0.00015639307426873472,0.0021318653598427773,1.7333968571620062e-05,5.520719423657283e-05,2.0399788809299935e-06,3.8087221128080273e-06,9.105266144615598e-06,1.2661444088735152e-06,2.8023923732689582e-05,0.9971538782119751,0.000597489473875612
44412,44412_1_automobile.png,c047c59448353e585606edcf9d6251d5,1,1,0.9966660141944885,0.9966660141944885,0.04691392183303833,0.00015641034947222465,0.0010413058334961534,0.9966660141944885,2.4287563064717688e-05,3.5626408134703524e-06,7.128772267606109e-06,9.313832379120868e-06,5.616624548565596e-06,6.614304311369779e-06,0.0022004242055118084,3.5725912312045693e-05
5033,05033_0_airplane.png,d0aacafa0184e8953f08c7abd798ba40,0,0,0.9979068040847778,0.9979068040847778,0.07472404092550278,0.00015641205723415652,0.9979068040847778,3.986471710959449e-06,0.0018472045194357634,4.41225383838173e-05,6.165309605421498e-05,4.900358362647239e-06,2.9219074804132106e-06,1.6346659776900196e-06,0.0001243434235220775,2.4100900191115215e-06
37802,37802_7_horse.png,f693d074d3be77b1b670a3baf82be546,7,7,0.9979996085166931,0.9979996085166931,0.07821650058031082,0.00015646362161492178,2.7500060241436586e-05,2.160769872716628e-05,9.246563422493637e-06,1.009248080663383e-05,3.65492123819422e-05,0.001803297665901482,1.5537897297690506e-06,0.9979996085166931,8.134989002428483e-06,8.231701940530911e-05
30384,30384_4_deer.png,827eef2f693609afd2af4d26ff1b7005,4,4,0.9967562556266785,0.9967562556266785,0.04824547469615936,0.00015649598708389334,0.00025665489374659956,1.621061710466165e-05,0.00235727964900434,4.377718869363889e-05,0.9967562556266785,2.8630269298446365e-05,0.00029726186767220497,9.67829255387187e-05,0.00011634625843726099,3.089335223194212e-05
47298,47298_0_airplane.png,f54c4d8fc87a269d06fe1e6aade88985,0,0,0.992841362953186,0.992841362953186,0.02186349406838417,0.0001565128186107323,0.992841362953186,0.001159823965281248,0.003428560681641102,0.0006414609961211681,6.013645543134771e-05,0.00010378930892329663,6.252629100345075e-05,4.9620077334111556e-05,0.00016316070104949176,0.0014894985361024737
6723,06723_5_dog.png,cf7430f595b8d30618ef925925c4fa29,5,5,0.9952484965324402,0.9952484965324402,0.03293987363576889,0.000156513923801338,0.00042128231143578887,2.859492269635666e-05,0.0006632094737142324,0.0028894355054944754,7.96808599261567e-05,0.9952484965324402,8.528045873390511e-05,4.321123560657725e-05,0.0004613450728356838,7.946738332975656e-05
28046,28046_9_truck.png,5e7f7413119c13c843b8cb07c743fd37,9,9,0.9981122016906738,0.9981122016906738,0.0829523429274559,0.00015659729273309608,9.657478949520737e-05,4.0969000110635534e-05,8.517542369190778e-07,1.1808588169515133e-06,1.8991972865478601e-06,1.9534155626388383e-07,3.2079194056677807e-07,6.568321282429679e-07,0.0017451606690883636,0.9981122016906738
16830,16830_8_ship.png,0c336d363ad3dde86f273ca3f6d4bc2c,8,8,0.9982946515083313,0.9982946515083313,0.09182818233966827,0.00015659905224563175,0.0016505984822288156,8.15369094198104e-06,3.251408315918525e-07,8.275933538470781e-08,3.1470571570935135e-07,1.1446042691432012e-07,1.232188964195302e-07,9.837329173478793e-08,0.9982946515083313,4.545869160210714e-05
46805,46805_3_cat.png,ce03b4100814a9e1b8314a993c98cacf,3,3,0.9972236156463623,0.9972236156463623,0.056420013308525085,0.0001566436421818196,4.584092039294774e-06,3.293170084361918e-05,1.2169924048066605e-05,0.9972236156463623,0.000138024814077653,0.002152882283553481,9.754596248967573e-05,4.341091425885679e-06,0.0003251361777074635,8.644866284157615e-06
32891,32891_5_dog.png,3768929055f6fd292def8ea4ffd018be,5,5,0.9961307048797607,0.9961307048797607,0.04049069061875343,0.00015667043162626015,1.0411137736809906e-05,4.3112304410897195e-06,0.0025576604530215263,0.0002247426164103672,1.7077187294489704e-05,0.9961307048797607,0.0006411639624275267,7.423837087117136e-05,0.0003316874790471047,7.891633686085697e-06
15545,15545_3_cat.png,a98f469878182343526605b8a417b015,3,3,0.9918062686920166,0.9918062686920166,0.019123274832963943,0.00015669097571002766,0.00016067847900558263,0.0006676387274637818,4.042360887979157e-05,0.9918062686920166,5.711285848519765e-05,0.003546397667378187,0.0008165306062437594,2.5012919650180265e-05,0.0006826618337072432,0.0021972213871777058
29481,29481_7_horse.png,0348910472f7229ee0e44315c00d3075,7,7,0.9960361123085022,0.9960361123085022,0.039531055837869644,0.00015669666566764384,1.797018376237247e-05,3.194822511431994e-06,0.00016043250798247755,3.202087100362405e-05,4.428540705703199e-05,0.000554374884814024,7.82531569711864e-05,0.9960361123085022,0.002602206077426672,0.00047120024100877345
32608,32608_4_deer.png,53f6b061c0a62d206aa3d05280838e77,4,4,0.99272620677948,0.99272620677948,0.02155018411576748,0.0001567515831222277,0.0005907369777560234,5.910893833060982e-06,0.002634165110066533,1.5853787772357464e-05,0.99272620677948,2.728414438024629e-05,0.0028114700689911842,0.00023822186631150544,0.0009435745887458324,6.597841093025636e-06
42348,42348_5_dog.png,9cc90890ab8f31e1490f9f98aa27f9d8,5,5,0.9839521050453186,0.9839521050453186,0.009768056683242321,0.00015675674756404634,0.001030562911182642,0.0032408451661467552,0.0055851503275334835,0.0018776152282953262,8.188800711650401e-05,0.9839521050453186,0.0012341918190941215,0.001215425436384976,0.0004576851788442582,0.001324531389400363
36693,36693_0_airplane.png,234cd6fded83888141007e8c17eb2719,0,0,0.9942913055419922,0.9942913055419922,0.027463914826512337,0.00015678309836530957,0.9942913055419922,1.9732424334506504e-05,0.0013488060794770718,0.0028384493198245764,1.8759446902549826e-05,2.9370905394898728e-05,3.894413021043874e-05,4.242629984219093e-06,0.0013386472128331661,7.180670945672318e-05
38043,38043_0_airplane.png,769e3603518a08b41861dda989277bbb,0,0,0.9979526996612549,0.9979526996612549,0.07658341526985168,0.00015678925202422533,0.9979526996612549,4.368511781649431e-06,0.0018224584637209773,0.00018128704687114805,5.367934363675886e-07,3.69124359167472e-06,1.197068650071742e-05,8.868434520081792e-07,1.3616862815979403e-05,8.4539751696866e-06
14599,14599_9_truck.png,ae9900bc83e44f7e4dd33a211bce28fd,9,9,0.9978075623512268,0.9978075623512268,0.0715557113289833,0.00015688143550240952,0.0018906908808276057,0.00022723413712810725,2.44425427808892e-06,2.814046411003801e-06,1.4201705198502168e-06,3.36259830646668e-07,8.565471034671646e-07,9.827768735704012e-06,5.6884047808125615e-05,0.9978075623512268
8894,08894_5_dog.png,1af4923499cec81600133b435d6b340b,5,5,0.9864069819450378,0.9864069819450378,0.011548865586519241,0.00015698393843188718,7.932682819955517e-06,0.0012591995764523745,0.00019969053391832858,0.003103331197053194,0.004183287266641855,0.9864069819450378,2.5505842131678946e-05,0.0027124471962451935,0.0018911876250058413,0.000210432248422876
